id,class_label,entities
55056,0,PERSON PERSON PERSON NORP QUANTITY QUANTITY
55057,0,ORG ORG ORG ORG
55058,0,PERSON PERSON LAW LAW LAW CARDINAL
55059,0,ORG WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART ORG DATE ORG ORG ORG ORG ORG ORG ORG CARDINAL
55060,0,PRODUCT PRODUCT PRODUCT
55061,0,ORG ORG DATE DATE ORG ORG
55062,1,CARDINAL NORP ORG LAW LAW LAW WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART
55063,0,CARDINAL NORP ORG LAW LAW LAW TIME TIME TIME TIME
55064,1,LAW LAW LAW LAW LAW LAW LAW NORP LAW PERSON
55065,0,GPE NORP DATE
55066,0,ORG NORP CARDINAL
55067,0,DATE DATE PERSON ORG GPE CARDINAL
55068,0,PERSON CARDINAL
55069,0,ORG ORG PERSON PERSON PERSON PERSON PERSON PERSON PRODUCT PRODUCT ORG ORG
55070,0,PERSON PERSON CARDINAL PERSON CARDINAL NORP
55071,0,ORG
55072,0,PERSON PERSON NORP GPE DATE DATE DATE DATE
55073,0,PERSON PERSON NORP ORG NORP ORG CARDINAL CARDINAL PERSON CARDINAL
55074,0,ORG ORG ORG ORG PERSON PERSON PERSON PERSON PERSON PRODUCT PRODUCT ORG CARDINAL
55075,0,CARDINAL PERSON
55076,0,NORP MONEY DATE DATE
55077,0,PERSON PERSON CARDINAL GPE CARDINAL GPE CARDINAL NORP
55078,0,ORG ORG NORP
55079,0,CARDINAL CARDINAL DATE DATE NORP NORP CARDINAL
55080,0,ORG CARDINAL
55081,0,PRODUCT ORG PRODUCT PRODUCT ORG ORG ORG
55082,0,NORP NORP NORP CARDINAL NORP ORG CARDINAL CARDINAL ORG ORG GPE
55083,0,LAW LAW GPE ORG ORG CARDINAL NORP
55084,0,ORG ORG ORG
55085,0,NORP NORP CARDINAL
55086,0,ORG PERSON ORG CARDINAL
55087,0,CARDINAL NORP ORG LAW LAW LAW WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART
55088,0,NORP CARDINAL NORP
55089,0,ORG CARDINAL NORP ORG LAW LAW LAW WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART
55090,1,PERSON PERSON DATE DATE NORP
55091,0,ORG ORG ORG ORG ORG ORG CARDINAL
55092,0,NORP
55093,0,NORP GPE DATE PERSON PERSON CARDINAL
55094,0,NORP NORP CARDINAL CARDINAL DATE NORP PERSON ORG ORG ORG GPE
55095,0,CARDINAL
55096,0,ORG ORG PERSON ORG ORG
55097,0,ORG ORG GPE ORG ORG ORG
55098,0,CARDINAL DATE DATE DATE DATE ORG PERSON PERSON PERSON ORG
55099,0,ORG PERSON ORG ORG
55100,0,CARDINAL ORG PERSON PERSON PERSON PERSON PERSON PERSON
55101,1,ORG ORG PERSON PERSON PERSON PERSON PERSON
55102,0,CARDINAL ORG PERSON ORG ORG PERSON PERSON
55103,0,PERSON ORG PERSON PERSON PERSON PERSON
55104,0,ORG PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON
55105,0,PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON
55106,0,ORG PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON
55107,0,PERSON ORG PERSON ORG ORG PERSON PERSON
55108,0,ORG ORG ORG ORG ORG ORG PERSON
55109,0,PERSON ORG GPE PERSON
55110,0,GPE PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON
55111,0,ORG PERSON PERSON PERSON PERSON
55112,0,PERSON PERSON PERSON ORG ORG
55113,0,ORG PERSON PERSON PERSON PERSON
55114,0,ORG PERSON ORG ORG PERSON PERSON
55115,0,ORG PERSON ORG
55116,0,PERSON PERSON PERSON ORG ORG DATE DATE DATE DATE
55117,0,ORG ORG PERSON PERSON PERSON
55118,0,PERSON PERSON
55119,0,PERSON ORG PERSON ORG ORG ORG PERSON PERSON PERSON
55120,0,PERSON PERSON PERSON PERSON PERSON PERSON
55121,0,ORG ORG ORG PERSON ORG ORG PERSON PERSON
55122,0,PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON
55123,0,ORG PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON
55124,0,PERSON ORG ORG ORG ORG
55125,0,ORG ORG PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON
55126,0,PERSON NORP ORG PERSON ORG ORG
55127,0,PERSON PERSON PERSON ORG ORG PERSON PERSON
55128,0,PERSON ORG ORG ORG
55129,0,PERSON ORG ORG ORG ORG ORG ORG PERSON ORG ORG
55130,0,PERSON PERSON PERSON PERSON PERSON PERSON ORG ORG
55131,0,ORG PERSON ORG ORG PERSON PERSON
55132,0,ORG PERSON ORG ORG
55133,0,PERSON PERSON ORG
55134,0,ORG ORG ORG ORG DATE DATE DATE PERSON PERSON
55135,0,PERSON PERSON PERCENT PERCENT PERSON ORG PERSON PERSON
55136,0,ORG PERSON PERSON
55137,0,PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON CARDINAL
55138,0,ORG PERSON ORG ORG
55139,0,PERSON
55140,0,ORDINAL PERSON PERSON PERSON PERSON ORDINAL PERSON PERSON PERSON PERSON
55141,0,ORG PERSON ORG ORG
55142,0,ORG PERSON PERSON PERSON
55143,0,ORG ORG CARDINAL
55144,0,GPE DATE DATE
55145,0,DATE CARDINAL CARDINAL
55146,0,PERSON PERSON ORG
55147,0,ORG ORG ORG ORG ORG
55148,0,DATE DATE DATE CARDINAL
55149,0,ORG ORG ORG
55150,0,PERSON
55151,0,ORG PERSON
55152,0,NORP NORP CARDINAL
55153,1,ORG ORG ORG ORG DATE GPE GPE GPE
55154,0,GPE LAW
55155,0,PERSON PERSON
55156,0,NORP NORP
55157,0,PERSON CARDINAL
55158,0,PERSON PERSON CARDINAL CARDINAL CARDINAL CARDINAL CARDINAL ORG
55159,0,NORP NORP GPE NORP PERSON
55160,0,NORP TIME TIME TIME DATE DATE
55161,0,FAC DATE DATE
55162,0,
55163,0,PERSON PERSON CARDINAL NORP
55164,0,ORG ORG ORG ORG ORG ORG ORG ORG LAW LAW LAW DATE DATE ORG ORG ORG ORG ORG ORG ORG PERSON PERSON PERSON
55165,0,NORP NORP PERSON
55166,0,DATE PERSON CARDINAL CARDINAL CARDINAL
55167,0,GPE CARDINAL DATE NORP DATE DATE DATE NORP DATE DATE NORP DATE DATE
55168,0,NORP ORG ORG ORG ORG ORG ORG NORP NORP NORP
55169,0,ORG ORG
55170,0,NORP PERSON ORG ORG CARDINAL
55171,0,PERCENT PERCENT PERSON
55172,0,GPE DATE DATE DATE PERSON CARDINAL
55173,0,ORG ORG CARDINAL
55174,0,PERSON PERSON PERSON GPE CARDINAL CARDINAL GPE GPE GPE
55175,0,PERSON PERSON PERCENT PERCENT GPE GPE GPE GPE GPE ORG ORG ORG
55176,0,ORG ORG ORG EVENT EVENT PERSON ORG GPE ORG
55177,0,
55178,0,ORG ORDINAL DATE
55179,0,CARDINAL DATE
55180,0,DATE DATE
55181,0,CARDINAL NORP
55182,0,NORP NORP NORP CARDINAL
55183,0,PERSON DATE DATE CARDINAL ORG CARDINAL CARDINAL CARDINAL
55184,0,PERCENT PERCENT ORG ORG ORG ORG CARDINAL GPE
55185,0,ORG DATE DATE NORP
55186,0,CARDINAL ORG DATE DATE DATE DATE DATE PERSON GPE CARDINAL
55187,0,CARDINAL CARDINAL CARDINAL CARDINAL
55188,0,ORG ORG ORG NORP TIME
55189,0,ORG CARDINAL ORG
55190,0,
55191,0,ORG DATE WORK_OF_ART NORP
55192,0,ORG ORG ORG
55193,0,NORP
55194,0,NORP NORP NORP NORP ORG ORG ORG ORG ORG ORG GPE
55195,0,
55196,0,PRODUCT GPE GPE ORG ORG
55197,1,ORG ORG ORG NORP ORG ORG ORG DATE DATE
55198,0,PERSON PERSON DATE DATE DATE DATE
55199,0,CARDINAL NORP
55200,0,ORG NORP
55201,0,PERSON
55202,0,CARDINAL ORG ORG ORG
55203,0,ORG
55204,0,GPE DATE DATE NORP
55205,0,CARDINAL ORG ORG ORG
55206,0,CARDINAL NORP GPE NORP
55207,0,ORG ORG ORG NORP WORK_OF_ART WORK_OF_ART ORG ORG ORG GPE
55208,0,NORP DATE DATE DATE
55209,0,
55210,0,ORG ORG DATE DATE DATE DATE ORG
55211,0,DATE PERSON DATE DATE CARDINAL NORP
55212,0,MONEY NORP
55213,0,CARDINAL CARDINAL
55214,1,ORG ORG ORG ORG
55215,0,CARDINAL LOC ORG GPE ORG ORG ORG ORG
55216,0,ORG ORG
55217,0,ORG DATE DATE NORP DATE DATE
55218,0,ORG NORP ORG LAW PRODUCT PRODUCT PRODUCT
55219,0,NORP CARDINAL ORG GPE PERSON GPE
55220,0,NORP DATE DATE NORP PERSON
55221,0,NORP ORG ORG ORG NORP ORG
55222,0,NORP
55223,0,ORG
55224,0,PERSON PERSON PERSON PERSON PERSON PERSON GPE
55225,0,DATE DATE NORP
55226,0,GPE
55227,0,DATE ORG
55228,0,
55229,0,
55230,0,PERSON NORP NORP
55231,0,PERSON PERSON PERSON GPE GPE GPE NORP
55232,0,TIME TIME TIME CARDINAL
55233,0,DATE GPE GPE GPE GPE GPE PERSON PERSON ORG
55234,0,ORG LAW LAW LAW NORP DATE DATE DATE DATE
55235,0,NORP NORP
55236,1,ORG ORG ORG PERSON PERSON PERSON
55237,0,PERSON PERSON NORP ORG ORG ORG ORG ORG ORG ORG CARDINAL MONEY MONEY MONEY PERSON
55238,0,ORG PERSON GPE GPE GPE LAW
55239,0,CARDINAL CARDINAL CARDINAL CARDINAL
55240,0,NORP DATE DATE
55241,0,PERSON PERSON PERSON
55242,0,PERSON PERSON GPE GPE NORP PERSON PERSON PERSON
55243,0,
55244,0,GPE ORG ORG ORG ORG ORG ORG NORP ORG
55245,0,PERSON PERSON GPE DATE GPE ORG ORG ORG
55246,0,ORG ORG
55247,0,WORK_OF_ART GPE PERSON PERSON
55248,0,GPE GPE ORG ORG DATE DATE
55249,0,ORG ORG ORG ORG PERCENT PERCENT GPE DATE DATE
55250,0,ORG PERSON
55251,0,NORP
55252,0,ORG ORG
55253,0,PERSON PERSON PERSON NORP CARDINAL PERSON ORG ORG ORG
55254,0,GPE TIME
55255,0,CARDINAL CARDINAL
55256,0,DATE
55257,0,PERSON GPE CARDINAL CARDINAL GPE GPE GPE
55258,0,CARDINAL CARDINAL GPE CARDINAL
55259,0,GPE NORP NORP
55260,0,DATE DATE DATE DATE DATE DATE TIME TIME
55261,0,CARDINAL ORDINAL CARDINAL ORG DATE DATE
55262,0,PERSON
55263,0,
55264,0,ORG PERSON PERSON
55265,0,ORG CARDINAL EVENT EVENT
55266,0,PERSON PERSON GPE ORG
55267,0,PERSON PERSON NORP LAW
55268,0,ORG ORG ORG ORG ORG PERSON GPE GPE GPE
55269,0,CARDINAL GPE GPE GPE ORG ORG ORG ORG ORG
55270,0,PERSON PERSON PERSON PERSON CARDINAL CARDINAL CARDINAL DATE PERSON DATE
55271,0,LAW LAW LAW
55272,0,ORG ORG ORG CARDINAL ORG ORG ORG ORG
55273,0,NORP
55274,0,NORP DATE NORP NORP
55275,0,NORP
55276,0,CARDINAL DATE CARDINAL
55277,0,GPE GPE CARDINAL CARDINAL GPE GPE GPE
55278,0,ORG ORG GPE LAW LAW LAW
55279,0,PERSON ORG ORG ORG ORG ORG GPE NORP ORG ORG ORG ORG ORG
55280,0,ORG ORG NORP ORG PERSON ORG
55281,0,DATE CARDINAL
55282,0,PERSON PRODUCT ORG GPE
55283,0,GPE GPE CARDINAL CARDINAL LOC
55284,0,PERSON PERSON NORP ORG PERSON
55285,0,ORG ORG ORG
55286,0,ORG ORG
55287,0,GPE GPE
55288,0,ORG ORG
55289,0,PERSON PERSON PERSON CARDINAL NORP PERSON PERSON PERSON PERSON PERSON ORG GPE GPE ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG
55290,0,PERSON PERSON PERSON PERSON PERSON ORG ORG DATE DATE GPE DATE DATE ORG
55291,0,DATE
55292,0,GPE GPE NORP NORP
55293,0,ORG ORG NORP ORG
55294,0,ORG ORG ORG CARDINAL PERCENT PERCENT GPE DATE PERCENT PERCENT DATE
55295,0,GPE GPE ORG GPE ORG PERSON DATE
55296,0,PERSON
55297,0,CARDINAL ORG LAW LAW LAW
55298,0,NORP
55299,0,
55300,0,CARDINAL GPE CARDINAL
55301,0,ORG ORG ORG ORG ORG ORG
55302,0,PERSON PERSON PERSON PERSON CARDINAL CARDINAL NORP
55303,0,CARDINAL
55304,0,PERSON DATE DATE DATE DATE
55305,0,GPE GPE ORG ORG GPE
55306,0,ORG ORG ORG ORG ORG ORG DATE DATE NORP ORG ORG ORG PERSON PERSON
55307,0,ORG ORG ORG ORG
55308,0,DATE DATE DATE DATE DATE DATE
55309,0,
55310,0,CARDINAL PERSON
55311,0,ORG
55312,0,DATE DATE DATE CARDINAL
55313,0,ORG
55314,0,DATE DATE
55315,0,GPE NORP
55316,0,PERSON PERSON DATE PERSON DATE DATE DATE
55317,0,PERSON PERSON GPE CARDINAL CARDINAL GPE GPE GPE
55318,0,GPE GPE GPE GPE CARDINAL
55319,0,ORG ORG ORG DATE DATE ORG PERSON ORG
55320,0,NORP ORG
55321,0,MONEY
55322,0,CARDINAL PRODUCT CARDINAL DATE DATE DATE DATE
55323,0,
55324,0,NORP LAW LAW LAW CARDINAL
55325,0,ORG ORG ORG
55326,0,PERSON PERSON
55327,0,ORG
55328,0,PERSON PERSON PERSON PERSON PERSON
55329,0,PERSON GPE ORG DATE DATE GPE
55330,0,
55331,0,PERSON GPE GPE GPE DATE DATE GPE PERSON
55332,0,CARDINAL NORP CARDINAL GPE PERSON PERSON DATE CARDINAL CARDINAL ORG
55333,1,ORG GPE ORG ORG
55334,0,
55335,0,NORP CARDINAL
55336,0,PERSON ORG
55337,0,PERSON GPE NORP ORG ORG ORG ORG
55338,0,ORG ORG ORG ORG PERSON NORP DATE DATE
55339,0,PRODUCT
55340,0,NORP PERSON PERSON PERSON NORP
55341,0,PERSON GPE
55342,0,CARDINAL DATE DATE DATE CARDINAL CARDINAL ORG ORG CARDINAL CARDINAL
55343,0,PERSON ORG
55344,0,ORG ORG ORG ORG
55345,0,CARDINAL
55346,0,ORG ORG CARDINAL
55347,0,GPE GPE GPE ORG
55348,0,ORG CARDINAL NORP
55349,0,GPE GPE GPE
55350,0,ORG ORG GPE PERSON PERSON
55351,0,GPE CARDINAL PERSON GPE DATE DATE DATE ORG
55352,0,CARDINAL
55353,0,CARDINAL CARDINAL CARDINAL DATE DATE DATE GPE
55354,0,PERSON PERSON PERSON PERSON PERSON GPE PERSON ORG ORG ORG ORG CARDINAL
55355,0,PERSON PERSON NORP TIME PERSON
55356,0,ORG CARDINAL
55357,0,ORG ORG ORG GPE ORG PERSON
55358,0,CARDINAL CARDINAL CARDINAL CARDINAL CARDINAL ORDINAL PERCENT PERCENT PERCENT PERCENT PERCENT PERCENT PERCENT PERCENT
55359,0,NORP DATE DATE GPE
55360,0,PERSON PERSON PERSON PERSON NORP ORG
55361,0,NORP DATE
55362,0,PERSON
55363,0,ORG DATE PERSON
55364,1,
55365,0,DATE
55366,0,NORP ORG ORG ORG ORG ORG PERSON PERSON ORG PERSON
55367,0,GPE GPE
55368,0,ORG
55369,0,ORG ORG ORG ORG DATE NORP CARDINAL PERSON ORG PRODUCT
55370,0,
55371,0,ORG CARDINAL DATE DATE CARDINAL DATE DATE CARDINAL CARDINAL CARDINAL
55372,0,PERSON PERSON ORDINAL
55373,0,ORG DATE DATE
55374,0,ORG PERSON PERSON GPE GPE GPE
55375,0,GPE ORG CARDINAL ORG DATE DATE PERSON
55376,0,NORP
55377,0,PERSON
55378,0,ORG GPE GPE GPE GPE GPE PERSON
55379,0,LAW LAW LAW ORG CARDINAL
55380,0,DATE DATE DATE DATE ORG
55381,0,PERSON PERSON DATE NORP
55382,0,NORP ORG ORG GPE GPE GPE
55383,0,PERSON PERSON CARDINAL ORG
55384,0,GPE
55385,0,ORG ORG GPE
55386,0,NORP
55387,0,PERSON DATE DATE DATE
55388,0,ORG
55389,0,CARDINAL ORG PERSON PERSON CARDINAL ORG ORG ORG ORG PERSON CARDINAL CARDINAL
55390,0,NORP PERSON
55391,0,
55392,0,NORP GPE CARDINAL CARDINAL PERSON
55393,0,DATE PERSON PERSON
55394,0,DATE DATE ORG
55395,0,PERSON PERSON PERSON
55396,0,ORG ORG ORG ORG ORG
55397,0,PERSON PERSON PERSON CARDINAL CARDINAL NORP
55398,0,NORP PERCENT PERCENT GPE CARDINAL
55399,0,ORG ORG GPE GPE NORP
55400,0,CARDINAL CARDINAL ORG
55401,0,CARDINAL DATE DATE CARDINAL GPE DATE DATE
55402,0,NORP MONEY GPE PERSON PERSON PERSON
55403,0,GPE GPE GPE ORG DATE DATE
55404,0,ORG CARDINAL CARDINAL CARDINAL CARDINAL CARDINAL CARDINAL
55405,0,LAW
55406,0,DATE DATE ORG CARDINAL DATE DATE
55407,0,PERSON PERSON ORDINAL DATE ORG ORG ORG ORG GPE
55408,0,
55409,0,
55410,0,ORG ORG PERSON PERSON PERSON PERSON DATE DATE DATE DATE GPE
55411,0,PERSON PERSON ORG PERSON
55412,0,
55413,0,PERSON PERSON PERSON PERSON PERSON PERSON PERSON ORG ORG
55414,0,ORG PERSON NORP
55415,0,NORP
55416,0,CARDINAL CARDINAL NORP ORG ORG CARDINAL
55417,0,ORG NORP ORG
55418,0,PERSON PERSON ORG DATE DATE DATE DATE ORG
55419,0,ORG ORG ORG CARDINAL GPE CARDINAL CARDINAL
55420,0,DATE DATE
55421,0,ORG ORG DATE ORG ORG ORG ORG GPE
55422,0,ORG
55423,0,PERSON PERSON DATE DATE ORG
55424,0,CARDINAL TIME TIME TIME
55425,0,GPE PERSON
55426,0,PERSON PERSON PERSON DATE DATE
55427,0,DATE
55428,0,NORP GPE
55429,0,ORG ORG ORG ORG PERSON
55430,0,DATE DATE ORG PERSON PERSON
55431,0,NORP PERSON ORG ORG
55432,0,NORP NORP
55433,0,CARDINAL CARDINAL ORG CARDINAL PERSON PERSON
55434,0,TIME TIME DATE DATE DATE NORP ORG ORG ORG ORG ORG
55435,0,CARDINAL NORP CARDINAL DATE
55436,0,PERSON GPE TIME DATE
55437,0,ORG ORG DATE DATE ORG PERSON PERSON
55438,0,NORP
55439,0,PERSON PERSON LAW LAW LAW
55440,0,ORG ORG DATE DATE DATE DATE DATE DATE
55441,0,PERSON PERSON NORP DATE
55442,0,
55443,0,WORK_OF_ART WORK_OF_ART
55444,0,
55445,0,NORP PERSON CARDINAL
55446,0,ORG PERSON PERSON
55447,0,NORP PERSON GPE GPE ORG ORG
55448,0,DATE NORP
55449,0,PERSON
55450,0,NORP CARDINAL CARDINAL ORG ORG ORG
55451,0,MONEY DATE DATE DATE DATE
55452,0,PERSON ORG ORG
55453,0,CARDINAL NORP NORP CARDINAL MONEY GPE PERSON CARDINAL ORG CARDINAL ORG ORG NORP
55454,0,ORG PERSON PERSON PERSON
55455,0,NORP PERSON NORP NORP GPE GPE PERSON CARDINAL
55456,0,ORG ORG ORG CARDINAL ORG ORG
55457,0,PERSON PERSON NORP DATE
55458,0,ORG PERSON ORG ORG DATE GPE
55459,0,PERSON PERSON NORP
55460,0,DATE DATE ORG PERSON PERSON
55461,1,PERSON PERSON ORG
55462,0,ORG PERSON GPE GPE DATE
55463,0,PERSON GPE PRODUCT PRODUCT
55464,0,ORG
55465,0,PERSON PERSON
55466,0,PERSON PERSON GPE
55467,0,PERSON PERSON PERSON GPE GPE GPE ORDINAL
55468,0,
55469,0,
55470,0,PERSON PERSON PERSON
55471,0,PERSON PERSON
55472,0,EVENT EVENT EVENT ORG ORG ORG
55473,0,NORP ORG
55474,0,PERSON PERSON DATE DATE PERSON DATE DATE DATE DATE
55475,0,PERSON NORP PERSON
55476,0,ORG PERSON PERSON
55477,1,ORG ORG ORG PERSON CARDINAL
55478,0,ORG ORG NORP PERSON PERSON PERSON PERSON ORG ORG ORG
55479,0,NORP DATE ORG NORP
55480,0,MONEY MONEY MONEY PERSON
55481,0,ORG ORG GPE GPE PERSON PERSON
55482,0,PERSON
55483,0,PERSON PERSON
55484,0,PERSON NORP PERSON PERSON PERSON PERSON PERSON PERSON PERSON
55485,0,PERSON PERSON NORP
55486,0,ORG ORG ORG ORG ORG ORG ORG ORG
55487,0,ORG PERSON
55488,0,ORG ORG PERSON PERSON
55489,0,
55490,1,NORP PERSON
55491,0,ORG ORG
55492,0,ORG
55493,0,CARDINAL DATE ORG
55494,0,ORG DATE DATE PERSON PERSON ORG ORG
55495,0,PERSON
55496,0,CARDINAL ORG CARDINAL DATE DATE
55497,0,CARDINAL PERSON PERSON PERSON PERSON PERSON
55498,0,CARDINAL NORP
55499,0,
55500,0,CARDINAL PERSON ORG ORG
55501,0,
55502,0,PERSON PERSON GPE
55503,0,PERSON PERSON
55504,0,ORG ORG
55505,0,PERSON PERSON PERSON DATE DATE
55506,0,NORP
55507,0,PERSON ORG ORG ORG GPE
55508,0,PRODUCT PRODUCT ORG ORG ORG ORG ORG ORG PERSON PERSON PERSON PERSON PERSON ORG ORG ORG
55509,0,PERSON PERSON
55510,0,PERSON NORP
55511,0,ORG
55512,0,GPE PERSON PERSON DATE DATE PERSON DATE PERSON
55513,0,
55514,0,ORG PERSON
55515,0,ORG ORG PERSON PERSON NORP PERSON PERSON PERSON PERSON ORG
55516,0,CARDINAL NORP
55517,0,CARDINAL NORP
55518,0,
55519,0,ORG ORG GPE NORP
55520,0,NORP DATE DATE
55521,0,PERSON ORG CARDINAL
55522,0,CARDINAL PERSON
55523,1,
55524,0,PERSON PERSON PERSON PERSON PERSON PERSON ORG
55525,0,
55526,1,CARDINAL NORP
55527,0,GPE NORP ORG ORG PERSON NORP ORG
55528,0,
55529,0,DATE
55530,0,GPE NORP NORP ORG ORG NORP
55531,0,DATE DATE PERCENT PERCENT ORG ORG
55532,0,PERSON
55533,0,PERSON PERSON PERSON PERSON PERSON DATE DATE ORG PERSON
55534,0,ORG
55535,0,ORG ORG ORG
55536,0,ORG PERSON PERSON
55537,0,NORP GPE PERSON PERSON ORG ORG ORG ORG ORG ORG ORG
55538,0,NORP PERSON
55539,0,ORG ORG
55540,0,PERSON PERSON PERSON
55541,0,PERSON ORG NORP ORG GPE PERSON PERSON CARDINAL
55542,1,PERSON PERSON ORG ORG
55543,0,PERSON PERSON NORP ORG GPE
55544,0,ORG DATE DATE
55545,0,PERSON PERSON PERSON PERSON GPE ORG
55546,0,PERSON CARDINAL NORP
55547,0,ORG CARDINAL CARDINAL CARDINAL PERSON NORP
55548,0,ORG NORP
55549,0,PERSON NORP ORG NORP
55550,0,ORG NORP
55551,0,ORG
55552,0,PERSON PERSON CARDINAL
55553,0,ORG ORG ORG
55554,0,ORG PERSON NORP PERSON NORP MONEY MONEY MONEY NORP
55555,0,PERSON PERSON
55556,0,PERSON DATE DATE PERSON
55557,0,PERSON ORG PERSON PERSON DATE DATE
55558,0,ORG ORG PRODUCT
55559,0,GPE DATE CARDINAL WORK_OF_ART
55560,0,PERSON PERSON ORG ORG ORDINAL PERSON PERSON PERSON PERSON PERCENT PERCENT PERCENT PERCENT
55561,0,PERSON PERSON
55562,0,PERSON DATE DATE DATE DATE DATE PERSON
55563,0,PERSON PERSON PERSON
55564,0,ORG PERSON PERSON PERSON
55565,0,
55566,0,NORP ORG CARDINAL ORG
55567,0,PERSON PRODUCT GPE PERSON GPE ORG ORG ORG PERSON
55568,0,PERSON ORG
55569,0,CARDINAL PERSON
55570,0,GPE PERSON
55571,0,ORG PERSON NORP PERSON WORK_OF_ART PERSON DATE DATE DATE
55572,0,PERSON CARDINAL NORP
55573,0,CARDINAL ORG ORDINAL PERSON
55574,0,CARDINAL ORG PERSON CARDINAL CARDINAL
55575,0,ORG ORG ORG PERSON PERSON ORG
55576,0,PERSON PERSON LOC ORG ORG
55577,0,ORG PERSON
55578,0,
55579,0,PERSON PERSON
55580,0,PERSON NORP
55581,0,ORG ORG ORDINAL PERSON PERSON CARDINAL
55582,0,PERSON NORP ORG ORG ORG
55583,0,PERSON PERSON ORG PERSON ORG CARDINAL ORG DATE DATE ORG ORG ORG GPE
55584,0,PERSON PERSON DATE DATE DATE FAC FAC CARDINAL ORG ORG ORG PERSON PERSON
55585,0,ORG PERSON CARDINAL DATE DATE EVENT ORDINAL ORDINAL PRODUCT PRODUCT PRODUCT FAC
55586,0,NORP ORG ORG ORDINAL CARDINAL ORG ORG PERSON CARDINAL ORG ORG DATE DATE
55587,0,ORG ORG ORG DATE DATE NORP ORDINAL GPE ORG CARDINAL ORG ORG ORG ORG MONEY
55588,0,PERSON PERSON PERSON PERSON PERSON CARDINAL ORG ORG DATE DATE ORG
55589,0,ORG CARDINAL DATE DATE DATE DATE DATE
55590,0,PERSON ORG CARDINAL ORG ORG DATE DATE ORG PERSON PERSON PERSON PERSON GPE PERSON
55591,0,FAC FAC ORG DATE DATE DATE PERSON CARDINAL ORG GPE CARDINAL
55592,0,PERSON PERSON ORG CARDINAL ORG ORG DATE DATE ORG PERSON PERSON PERSON PERSON GPE
55593,0,CARDINAL DATE DATE DATE DATE FAC
55594,0,ORG ORG ORG ORG PERSON PERSON ORG CARDINAL ORG ORG DATE DATE PERSON ORG ORG ORG PERSON
55595,0,DATE DATE CARDINAL ORG ORG ORG
55596,1,PERSON PERSON ORG DATE DATE CARDINAL ORG ORG ORG ORG ORG ORG
55597,0,ORG CARDINAL DATE DATE DATE DATE DATE
55598,0,ORG ORG ORG ORG DATE DATE CARDINAL ORG ORG GPE PERSON PERSON ORG ORG ORG EVENT ORG ORG ORG DATE DATE
55599,0,DATE DATE PERSON PERSON PERSON PERSON ORG ORG ORG ORG CARDINAL ORG ORG
55600,0,PERSON PERSON PERSON CARDINAL PERSON PERSON PERSON PERSON ORG DATE DATE DATE
55601,0,ORG CARDINAL ORG ORG DATE DATE ORG ORG ORG ORG ORDINAL DATE DATE ORG ORG ORG ORG ORG
55602,0,ORG NORP DATE DATE CARDINAL CARDINAL CARDINAL PERSON CARDINAL
55603,0,PERSON PERSON DATE DATE DATE FAC CARDINAL ORG ORG ORG PERSON PERSON
55604,0,ORG CARDINAL ORG ORG DATE DATE ORG PERSON PERSON FAC
55605,0,NORP ORG ORG CARDINAL DATE DATE EVENT FAC
55606,0,CARDINAL EVENT EVENT EVENT EVENT CARDINAL CARDINAL CARDINAL CARDINAL DATE DATE CARDINAL DATE GPE EVENT EVENT
55607,0,GPE PERSON PERSON CARDINAL DATE DATE PERSON PERSON
55608,0,ORG ORG NORP DATE DATE ORG ORG CARDINAL ORG
55609,0,ORG ORG ORG ORG PRODUCT PRODUCT PRODUCT PRODUCT CARDINAL ORG ORG DATE DATE DATE DATE CARDINAL CARDINAL ORG ORG QUANTITY QUANTITY
55610,0,CARDINAL CARDINAL DATE DATE PERSON PERSON PERSON PERSON
55611,0,PRODUCT CARDINAL ORG ORG DATE DATE DATE ORG ORG ORG DATE DATE ORG ORG
55612,0,EVENT ORG GPE ORG DATE DATE PERSON PERSON PERSON PERSON CARDINAL ORG ORG PERSON
55613,0,PERSON CARDINAL ORG ORG GPE DATE DATE ORG GPE PERSON
55614,0,CARDINAL ORG ORG PERSON ORG EVENT ORG ORG ORG DATE DATE
55615,0,PERSON ORG
55616,0,
55617,0,ORG PERCENT PERCENT ORG CARDINAL CARDINAL
